segment_hash	segment
148908d0e2e3c6351261d4f221c799fd	Marijuana has been used in several ways
56cd8d1f3f103a5e6dc9ddf42be45f50	People have been smoking marijuana for thousands of years while also using hemp
9721175604d1569cc720e68b53c95076	marijuana is not nearly as addictive as alcohol or tobacco that are considered legal and sold openly
86b6d30cd02a37cd4999405713838058	people would not have to deal with drug dealers in order to purchase their marijuana
15f4ac4facf5eab1513ad02809058855	Tax revenue could significantly increase with the legalization of marijuana
fb8dcf542a9633b42d19ff6c74ef3a05	Legalizing Medical Marijuana Doesn't Increase Crime States
cc828a317cf5927e9db8a5e69c326805	federal and local marijuana criminalization policies are ineffective and illogical
3282225ddc0945009a18351d630be3ff	the drug is often prosecuted in the same way as cocaine and much harder drugs
53e311eb272dca182874cb330bf74989	Kids can still get alcohol and tobacco anytime they choose, and marijuana would be the same
c8439a0094146bee3b72ebcf77ad564d	The dangers of marijuana use have been exaggerated for long
d941622aa7471196ebb35c39e0fc674c	it is time that the credibility of teachers, law enforcement officials, and scientists be restored by accepting the real truth that marijuana is not a harmful drug
db1a003e8234bbd024a687f5f6d38d0a	Marijuana's legalization would simplify the development of hemp as a valuable and diverse agricultural crop in the United States, including its development as a new bio-fuel to reduce carbon emissions
ef008c1151822a13bc617384dcb10aa2	Under prohibition, we saw a predatory market producing inflated prices that transferred a tremendous amount of wealth from marijuana users to marijuana sellers
81af22e075724bc30a269abdfa1296d0	It has been proven that marijuana does not kill brain cells
e2a7755e4350676ed0eb173bd11c83e6	it does not eliminate the underground market or permit easy taxation
5f6ebc617a82ae5c2b3a7bc125eb30f0	Institute of Medicine (IOM) reported that marijuana had therapeutic value and that there are some circumstances where smoking marijuana would be beneficial
813b782da8440abec2ac9285bf9ef821	recreational use of marijuana would still be illegal at the federal level under Congress's Controlled Substances Act
79e694df67d87dd314735dd6e0bb71f0	the legalization of drugs will give the government more control and there will be less crime on the streets
636f42909e1a2b94eee4613b92766dc4	there would be a large increase in marijuana users if it were legal
d8c3b9aee4d9746a4f0cb03bd74e5297	legal tobacco and legal alcohol are considered to have much more adverse health and social affects
3aa13ba913082306afd5cb78b2af78f4	alcohol is way more dangerous than marijuana
cba7e9f2d71b93cc49a3264915c6cfe3	Suicide, mental disorders, and worse depression can be bigger risks of using marijuana
44fd05398d18056856e43abfbac969e7	the measure will raise millions of dollars each year for the state's schools
42ec5ded564aaa4278045e0f90443aff	There is no good evidence that prohibition decreases drug use
7ff30d8af77289bc1ad28619e6c31b93	there are several theories that suggest prohibition might actually increase drug use
11cc3719ca984cb8383e6879dc879835	legalized marijuana means a new industry, and a new industry means new employment opportunities for people
e8ad5b44253e074941baf217be4fb575	They would lose tremendous amounts of money, which would be diverted to main street America where it can be properly accounted for and taxed reasonably
6a16bc6b99d4ccc3201b064bf271415f	There would be less money spent on enforcement and court costs, and more money generated in taxes
8b43899a27d757b445981770ce28b9a5	marijuana could without a doubt, boost the United States troubled economy
fb4961fc7e9a7a5dd46f9412dd4a174e	they like pot and don't want to be arrested for it
65717c4360f3b5485b1e552aaf45ac30	mass marketing and wider use of marijuana is a public health issue because of the genuine risks that marijuana poses to children's health and development
57cea3603ff2da6b717c8b75c6dd8faa	Marijuana use is harmful and should be discouraged
48c6b18623d8f31d48a6267ee427ab6c	Marijuana has proved to be a valuable alternative medicine to people all over the world
05234cf6f29f12d2ba41d29c94ca9f3f	it is impossible to overdose on marijuana and die
f5096502262b2f62920f27bed24a8c7a	the general population will be more likely to engage in illicit drug use if medical marijuana is provided to patients
fa8bfbef04c690f1e6fbd005149392cc	Marijuana legalization is funded by special interest lobbies that get their money from huge investors looking to make billions of dollars
380c5c17080ddf4376999d685c93c4f7	marijuana is bad for you and should remain outlawed and carry heavy consequences
8e4c0777e9ea3ca1061d939619fcc5b4	"if marijuana becomes legalized, more people will smoke it and in turn, more people will become interested in trying other ""harder"" drugs"
402ef166bac89c07a7e10b51e54d6fc6	Cannabis is illegal to consume
1c6178b26a4d7c7af1cf737982743b96	isn't everyone with an addictive personality already addicted to something
293f7407639e330cb18d9a55c8c35e7a	Lavallee also called marijuana a gateway drug that leads people to experiment with harder drugs
50a762814a01643bf53cf540b469f0c1	Driving under the influence of marijuana could increase, causing more accidents
19a14b7b438623273609879b83d626a3	the young people are at a higher risk of side-effects of Marijuana and blacks are more likely to take to the addiction
02c2d26aaaf213f76db6a8083240b217	little research has been done to prove definitively that the use of marijuana for medical purposes has no value
11a2c860071881cc171e44128f87f839	The use of, dependence on, and addiction to marijuana will increase dramatically
02c6aaf4ae887f6d8358f35c51dcfa76	more than three-quarters of teenage heavy marijuana users said that marijuana legalization would make them more likely to use it
44ea984e96f943fd50c3e94d2c2f57f7	it makes selling drugs to America less of a profit, thus making America less attractive to the cartels
922fe104e8799d9e217e337ae25ad1cc	marijuana use diminishes mental function
295d9cb67cb5bcc25005feb12769b12e	This money could then be used to support other public programs, particularly those - such as education
19c6a3d1a18226edb7e183f66a28d5a8	it would permit patients to obtain up to a 60 day supply of marijuana with a prescription from their physician
c4955d974cc495ebf91b293e0f70c0a5	adolescents who use marijuana are at a greater risk for subsequent abuse of prescription opioids, more commonly known as pain killers
82bc2aa44b868a690bece86eae82fdcb	"""Freedom"" for some will come at a cost of freedom to others, who may lose their lives in car accidents or their wallets as their insurance goes up to pay for the treatment costs and insurance of addicts"
ca27820676f59b1036ba03ede8d07281	It provides relief from pain, nausea, and even seizures to individuals who have had little relief with prescription medicines
9b7ec42f633475b70704f31ed02d3761	the legalization of marijuana would also mean that many agencies would find the need to reduce their staffs accordingly
543301d561e3880ae04c673a52144fb7	the drug is illegal and can lead to legitimate health problems
60a0da766bbea658ac94b8be3659be84	They don't want to reduce the cost of marijuana to the consumer, they just want to divert those inflated and predatory profits to their own accounts
57e312b87805df62ef870d319b73d20f	Most doctors agree that it is necessary and has indeed helped a lot of patients with diseases like cancer
295aece698de7623e8d007970995c217	would drastically reduce crime in our cities and form a more productive society through its positive uses
d12f3e9ee2822e6d64bea063804dcb72	Having strict regulations on sales as the way to prevent kids from getting marijuana is extremely unlikely to work
db11a61ed2e344b8a3561246267fb6f6	if marijuana is legalized and, as a result, readily available, there will be a higher risk of addiction
284672fd4b02f216d91628b113480296	Colorado and Washington have already legalized marijuana
aaf5445327faa8599ffd682d185a0151	There will still be isolated incidents of kids stealing it
b2e6da0bac2fe92c89db6a637c58b4a3	there will be barriers in place that are not in place now, which will have an impact
b5eb015813929aaf050dce3fc977c7eb	the addiction marijuana causes is emotional and psychological
d0e06d841fc975984f2fae11891c9faf	Some think making marijuana legal would not benefit society
7595054f9497c6507375142bab3c453d	legalizing marijuana can greatly benefit society
66a5e507111736f33b7b31c94a392172	the federal government still considers it illegal
0fb9577b70a343392ea2632d4a193887	marijuana addiction can be a very serious problem that may grow as other states begin to legalize the substance
43cdfbf45885ed841a83fc87d2ae2aa5	If marijuana were legal, enforcement costs would be negligible
86a83b319dc7f773216e1667838f15f1	governments could levy taxes on the production and sale of marijuana
1d8c9dc99282783eef118a0d305097d8	"marijuana is a relatively ""safe"" drug"
11dda3e7103d6c82e9b763a5780852e7	because marijuana will be closely regulated much like tobacco and alcohol, the taxes from licensing and distribution will drive the total purchase price up and revenue will rival that of current day drug dealers
3066af221fcf989df99d125028fd0370	a 1970 federal law called the Controlled Substances Act classifies marijuana as a dangerous and addictive drug, the same as heroin and cocaine
f358202d5250a36902457b8c08b43e9c	It impairs an individual's ability to make deep and meaningful attachments
1571f45ef12594fce029262ba1119bca	there is no empirical data that could back-up their claims
958a1b806550a87fba386892649fdd34	it helps medically it would help out the government tremendously
318e225f7d0492fab490d198d4cb8c1c	it would create a much bigger market for existing businesses
0d7ade6ba7dea4e2fede50ba23e80585	it would simply give the federal government an excuse to come in and shut all marijuana-related businesses down
1314dfa7bb5fbf550be48acdd2179628	most people do not know how marijuana can harm and dysfunction them
c127578141ee8f597552e8b7570e9314	smoking is not the only way to enjoy marijuana benefits, you can also eat it or even vaporize it
f8cdfbb6e3aef30c4d853b1d9c1400d7	The expansion of drug use will increase crime committed under the influence of drugs, as well as family violence, vehicular crashes, work-related injuries and a variety of health-related problems
129e3853b59ed42b9233dcaf8b3e0054	marijuana, should be legalized for medicinal usage
3e5e87bcc44f8abd74ab46ba7de477c9	of its beneficial effects on a wide array of patients and diseases
aeaed6280f8c6dd62b8a314bcd31ec46	legalization will cause a substantial increase in economic and social costs
4c49e28e8cca0684f350f4448ba31497	the savings made in not having to arrest, prosecute, and jail marijuana users and the savings will run into the 10's of millions if not the 100's
772903fb4b65e47ed3a6adb306a32ef5	people who buy marijuana can buy it from a legitimate business
705aa53777521facf44fdbb91de713a1	Banks don't want to risk taking marijuana money fearing that the federal government may revoke their charter and seize the cash
c87ca70156ba089366d79575966ebaba	Little children will be running around smoking weed
744e092e0a2eb22cb2129d248b302340	Many advocates believe prohibiting marijuana reduces crime, trafficking and increases health
8e7e8f8bd3e936550a690a3042d26c6a	If marijuana is legalized in Oregon, the state could net anywhere from $35 million to $105 million in new tax revenue per year
250b53db251bcd64708e5acd367ad7f8	"marijuana's ""gateway effect"" also stems from a simpler mechanism - users must buy from drug dealers who also push harder drugs"
f8d03aff9b9930eac64c91910deaf0ba	it was proven that marijuana does not lead to the use of other drugs any more than alcohol or tobacco
690a76ecb6a825fb9f4394ee4c44b5d3	Can an action that has no victim be considered a crime
8bb86cc789da0cdd7b9355d00b734b76	If the fact that you are not earning any tax dollars off illegal sales is bothersome, then just legalize it
12d3c5e8823b95d91c67bc3fd37f759f	the Regulate, Control and Tax Cannabis will cause medical or crime problems
bc02332cdd950f01136fc4c70a56260a	it will hurt the quality of marijuana
f2a088ea86b863015071807aa3494778	production will be increased thus boosting the agricultural sector and earnings for farmers
d67bdeb0906dae397b4e02371d13b23c	there would be enormous tax revenue that can be collected from legalizing marijuana
84a7653c2a122ed7ad03ef33f774859e	Small scale, efficient production is possible
15dfd5b7c4bb9b14f082413dfc32ce66	the imposition of a substantial tax wedge might encourage a substantial fraction of the market to remain underground
ce89e42ae552dab394ac77386fca9517	said Republic Act 9165, also known as the Dangerous Drugs Act of 2002, classifies marijuana as a dangerous drug
a87f7e57a2b71e8b10336412976a24e9	legalizing of marijuana would increase the number of users due to its availability
1749a7672a791976f34e0a7f83f169e0	marijuana contains 50% to 70% more carcinogenic hydrocarbons than tobacco and is associated with increased risk of cancer, lung damage, bacterial pneumonia, and poor pregnancy
cf34af3aeab387923186ede14a17b2da	legalization of marijuana in California alone would, they project, only cut off a portion of the cartels' profits from marijuana
23f22b7ea67cf1b4b882b355be7364ee	Legalization of marijuana will provide a significant financial benefit to the US economy that will far exceed the social concerns
30bd0aec354ea4a3c03b05a6d4ddfa75	it led to use of hard drugs
d9e5f413826b01fd808f63cace99094d	marijuana can provide real benefits to patients
6c96a1ed3ec795c51896a7d82c48b760	legal marijuana will be regulated and restricted to protect kids and teens
c8fb8b92c81d405cde577715aeab86ef	if medical marijuana is safe to use, recreational marijuana would be equally safe
fa34ee3e4274d417fee15d9b4e74a916	people who take drugs are more likely to commit related crimes
5c04d5b3c689bc4daa3b89f7e014e6cb	legalizing the drug could potentially lead to more criminals being out on the street
179edf5e56fc0162d53d802e41479da1	it could help our economy
900196c433f3ac180c879041880694b9	many veterinarians around the country have administered marijuana to sick pets
c07ed579b6a9445e41b1d6e0adcabb53	using the drug as a painkiller is not yet scientifically proven
5492aa0a52b1acea27e9468003083215	A patient's doctor would have the right to prescribe medical marijuana for other conditions
652f634c8a7d8d0926e34eba25c96e83	Legalizing marijuana will increase its usage, increase arrests for drug-related behavior and won't eliminate a black market for the drug
afaf8c7d8675966368b3fe158edda173	"""There is no greater waste of valuable taxpayer dollars than branding hundreds of thousands of otherwise law-abiding citizens as criminals simply for choosing to use a substance less harmful than alcohol"
00c75f6590245249c96e94625bfd6ffd	Patients can still cultivate marijuana, but they will now also be able to buy it from regulated retailers
284dead141d358eeef6b1604f9dad48e	Not all marijuana users end up being failures or corrupted
4a221f6e4880044f6f1fbb81ef76cbdd	respondents said the federal government should not enforce its anti-marijuana laws in states that allow use of the drug
d6e3dd4026b0f116ae651beb57179755	This money could be spent on more useful programs
d94541d9f69adb3bd9ae1aa76ff24eb9	Regularly smoking marijuana can lead to similar problems as smoking cigarettes: difficulty breathing, chronic bronchitis, frequent coughing, and even cancer
5b9058aca84e563f7f7ba90c61a30b44	With taxes on legal pot running 25 percent, cartels can provide cheaper, untaxed weed
6da525f66452db3ece393ad6e9636e09	legalized recreational marijuana would increase the use of marijuana, which would be a danger to public health
7749993b8db78231936c14a9d91635d5	there has never been a recorded death from marijuana use; nor has it been proven to cause cancer or kill brain cells
d6c1cea14253bb292e7a1ebf765a405e	Marijuana has been tested and proven to lessen many of the symptoms that are a side effect of cancer treatment
d016139d7682f304ab46c7b67237cc5e	marijuana was already being used in Alaska
ac80ae3672fe77337e6299738b426918	"legalizing marijuana would ""regulate and tax it"" just like alcohol is treated"
985c6d4ca5ee76d8370ac3246c4cf3ed	Many employers prohibit the use of marijuana, and since traces of the drug stay in the body for quite awhile after usage, many marijuana users in the states that have legalized it may lose their jobs
6d3e980a8febf82923c0ae531e31dc22	Marijuana is proven to be healthier than alcohol/nicotine, medically theraputic and safe
016fd07f0622c2df0f167e56c9c3cf50	most people get marijuana from people who have more harmful drugs like cocaine
9b8fa87258ae0b02b4e439143287ccac	if the government legalized marijuana people would not be persuade to try other drugs and less likely to get a hold of them
318e5bc7cd7c4e1605508b00dc2832df	there is no greater or less concern about medical marijuana stores in states that have legalized medical marijuana compared with states that have not
26e4d62167e2f53d96dbe1b3e7e17a05	marijuana is a harmful substance that poisons our nations youth
062016d5a9f84bb4b2dc68f1f717ad1b	marijuana has the potential to open many new doors in economics, medicine, security and more
ac954cd1ed3d39acb6120668d0d8d229	Its illegalization began with false claims from the government, made taxpayers foolishly waste billions on the war on drugs, and prevented a drug that would have been otherwise praised for its medical value
e8b38a5833555149e14752554983133b	marijuana is no more dangerous than alcohol and would be better kept from children if it were regulated
591b25eefd2f566771c9342f6dbe3892	If legalization occurs only at the state level, a change in administration could, for example, lead to more aggressive enforcement of federal marijuana laws, leading to a clash in jurisdictions
600b8a2daf67478b51eb9ce7d968c804	Legalizing marijuana would take away the billion-dollar income from drug cartels
3647896a5eb3ee775f073a34ab6690ce	marijuana is safer than alcohol or cigarettes
1b25807b18f753a207a67bc7c56a64fd	marijuana has adverse effects to anybody who uses it
a7547b4866a1f9bd4a8037a9385f8a96	medical marijuana's legalization will lead to higher crime rates
eff5c0671026a1f56de4369d9a457281	Cannabis isn't harmful like alcohol
a896e4078bb0bbd4924c2114a2ee037e	marijuana has potential to treat those suffering from pain, nausea, vomiting, poor appetite, and AIDS
17a17f920fe9e8b902e574f11d13cc6a	marijuana has been consider dangerous drug and thus considered illegal in most countries
bcc5e069ff81c84f1ac4456e56f59c2b	Many years ago the average person did not think of marijuana as a harmful drug, but as a useful substance
12ddf493d6687528179bb5b408feeeb5	marijuana is proving to be a money making
f4cb6a7a2390039281adb9bd8a2162a9	marijuana has been an illegal drug that has been harshly misjudged by several presidential administrations
6a86dafef4e47dbde9f8e2b2a5f9ff13	Most powerful legal drugs will make you feel more confident and positive
3c71b08db755547020025e436ae6a851	the government is losing money on not being able to impose taxes on the production and sale of marijuana, as well as on prosecuting and incarcerating people caught possessing or using it
c10940cd25a95167f440276ecf70edb1	allowing medical marijuana makes it easier for people to get marijuana even if they don't have a real medical need
e51aa2620df062cd0127a945ffa28bcd	it allows states to set safety standards and reap tax revenue
eafadd876f20134854e5e11bc23f12f4	Mexico has seen a slight increase in drug use in the last few years, according to health authorities and marijuana remains the most commonly used drug
a02076d90661dfbd3328feaaf8baeed3	the state government is able to see the true potential of a legalized marijuana industry
96d772e5ab212fb7b0ce3c7a6c342788	that there is nothing good or beneficial about marijuana
3f006ec997cc19cef81c04ff7aad3c9e	once marijuana is legalized, it will become exceedingly easy for young people to gain access to it
938916a29d8176e0a70b5eb869b58ada	there are many medical benefits of marijuana use
0ce9090c8ee004151923669e1b05927c	patient would receive therapeutic benefit from medical marijuana
3043ce51cb8aebe48917cc2c0e8ecac2	Marijuana has an active chemical component called tetrahydrocannabinol or THC, which can act as an analgesic that helps patients relax and deal with the pain
3a6e3d7bdf5109349b6d80d4c6a7929e	Many of those on the medical marijuana bandwagon are simply recreational users looking for an excuse to get high
64ab987f78ef9410df91295c54da2e39	the government should tax it so it can make money
bd1b4714b1b0612d0c945d5907a7d19f	An estimated forty to one-hundred billion dollars in revenue could be collected if taxes that are put on tobacco and alcohol products were to be put on marijuana
47dc089d39708096a14105adf650f716	states will experience a reduction in the social harms resulting from alcohol use
9bf97eb6185b47909fe268855431a498	You have provided NO evidence to lead me to believe that marijuana causes accelerated death or metal disorders and certainly not WWIII or the failure of humankind
e84d77c741a58b92f266ba7201cb6333	Hook users early, and you have customers for life; hook them to heavy use, and the profits flow
bf431917bdce0ff7edb8db9027979774	marijuana should be legalized for the purpose of taking funds away from dangerous cartels, creating huge tax revenue, creating jobs, and for the welfare of the country
1bc32bc35832e4bcef10155a063b3950	The government could tax and regulate the marijuana industry, generating state revenue at a time when it is needed
9de71085140a62eb8d0e69586515fce6	In addition to permanently affecting brain functioning, marijuana use can lead to a wide array of negative consequences, ranging from lower grades and isolation from family to an increased risk of psychotic symptoms, depression and suicide
9a7aa9aa77d8807ca6dcd326392279c4	Smoking pot clearly has far fewer dangerous and hazardous effects on society than legal drugs such as alcohol
7b9aaee85d0817358d4cddce5464574c	incidents of personal injury would rise, as more people would be under the influence at work or while driving, potentially causing more accidents in the workplace, on the roadways and out in public places
2d2f1aa2ed4e9f1768272542b795873e	Marijuana can be used as medicine
0e1428b66941796b2e734193199427bd	it helps to stimulate apetite and relieve nausea in cancer and AIDS patients
929138c9ea03f380a34cff95b7e893fb	Moderate use of marijuana does not appear to pose a risk for otherwise healthy adults
4509c9ba0a64a00555ba8708e41a367c	these findings run counter to arguments suggesting the legalization of marijuana for medical purposes poses a danger to public health in terms of exposure to violent crime and property crimes
fa8d9b33ac535c9318439fe0a67e1e59	Colorado has proven that legal marijuana can succeed both financially and administratively
fa9e286b41ffdf3debab2151afd0cf8a	marijuana can kill you a lot faster then tobacco
7f71f4f72a7abd89c2b43e216ffd9edf	the government wouldn't have to pay for the effort to catch drug dealers, and instead tax the selling of the drug
4dca7449fe791262732fc644d61c9781	legalization negatively affects children and increases drug violence along the border
01f6e3faabb424254a637d358105011a	studies have shown alcohol and cigarette consumption to be more dangerous than smoking marijuana
a0468224d57ef5a891ae9b0ed6271ac2	A list of medical conditions that qualify for use of medical marijuana made medical conditions easier to manage
14c4ec7b622d03b9b7db31d18fa19dd1	Marijuana has been used extensively as a medical remedy for more than five thousand years
bfd8a2776d4af86a91c686d6dd99a694	Associating taxes in conjunction with eliminating risk of illegal activity will increase consumer confidence
ebdcfb9cb7f31a737b756dbcea88b9ed	the ease of growing requirements will boost substantial profit
2fe70d0f50cd40790f0efc2bf8fdb3cf	the reduction in crime will be modest
8b392d987c26ec18af03bafd7a734aec	Legalizing marijuana in California would lower the price of the drug and increase use
040f61e7062e73cf5ae5a44c8f5f3390	legalizing marijuana would be bad
bc4d922f40bd703476b6b19c8976c190	Some people find it beneficial, and believe it is the best way to relieve their chronic pain
0665c06600ac924fc9accfbc4d05b980	It does more harm then good
16100498c766bb4b155db1dcc4ab358a	Their financial success allowed them to become powerful and influential
fba795427bcb2e23fceedbd4064e6ec3	whether you legalize marijuana or not, people will continue to utilize it illegally
b7153710993be274769070a98d0d1da4	costing the governments billions of dollars in attempting to fight it
4ce685aafcab1d28b00d0a28dfe1031e	if marijuana is legalized for medical use the there may be an increase in substance abuse in inappropriate situations
9354ac2c6eac663cdb26fc3543b76fe0	it is an extension of existing taxes on cigarettes and liquor applied to a comparable commodity
42805a8e2723570adf464925b1dbc305	the Cannabis plant also produces hemp, which is a very useful cash crop for textile materials
d6af33982df609e3a9bb7c5d1317328f	The newly legalized marijuana market also creates investment opportunities
aedc0dd5c6a81ae0248d55713ab0a259	marijuana can be used to treat various medical diseases as well
312ed258dbd9662c458d00c2379f36f3	patients die off Vicodin but I've never had anyone die off marijuana
14af49ecb08213ad9ae03ec207b68fa0	I've had people come to me, hundreds of people who have addiction to marijuana and have serious emotional side effects as a result of that
d5c228a906611d24f3d0893bc0ef6f3c	legalization of marijuana will also help in generating job opportunities
c9275ad98e558c49b5b79f8c7d3dbee9	the government telling them what they may and may not consume at home is an invasion of personal privacy
d38edc5e8a4726feecf1b8c984e47afc	marijuana legalization could result in increased economic inequality, particularly in traditional areas of production like southern Oregon
57f5d230a4ebee403a1c57bf5414ea18	Some conditions, such as depression, can be hard to obtain medical marijuana for
5612da09e657bcc551c489d5bcc1da01	this would save many American lives from an accident while acquiring marijuana or end up in jail because it is illegal
204339a4791dc3d8562af5d8ebda9ff1	decriminalization or diversion from prison to therapy would reduce the harm of jailing users and smalltime dealers
a0955c4a0ae17a093224569dcf02d3af	would drastically reduce crime
ce0b7f975038fb82fa482652a37233ec	Currently it is hard and expensive for teenagers to get a hold of pot
a8c25fc3bbee35f916f2b7b4c089e79c	if it were legal it would be much cheaper and easier to possess
2480773ac271d7636f647799bea862e3	marijuana is less harmful than alcohol and cigarettes, two drugs legal and widely consumed
f33afd661a44cce83f207c3f2de4b933	while the USA spends approximately $10 billion dollars a year to keep Marijuana off the street, the State of California generates revenue of 14 billion annually with production of legalized medicinal Marijuana
6899df5d5705ba73f665fbd9ee261c5d	It can provide a solution to our energy crisis
99a62ba933ce703c9d503b4e092ae6a4	At dispensaries there are different strains and types of medical marijuana available for patients' needs and staff members will be able to assist the patient on the right kind of medical marijuana
50987163ac1e5edafdeeb565ab4e74fa	While you can't guarantee that these results on medical marijuana will carry over into legalization of recreational marijuana, there is legitimate reasons to believe they should
a13b7731354a6160eb625d87e37ebbf8	companies stand to make billions of dollars off of the chemical compounds contained in marijuana in a legal regulatory climate
2f80edffdb98681a936445b8e0e45c04	it is a highly addictive and dangerous
a81796b5765e25bffd09e97af2d9c984	it violates federal law
0052d345f0da2e1263e2e9af0c3990de	the Controlled Substances Act of 1970 still categorizes marijuana as a drug that is as dangerous as heroin, LSD and ecstasy
3a43af05811f5101169af1e392cf15d5	Approved conditions cited in the bill include cancer, glaucoma, HIV, Crohn's disease, and chronic pain
98d46f2c2a2d221a271fa6e44c611a7c	a few more dollars for state governments to spend pale beside the societal costs of wasted lives, incapacitated employees, doped-up students, and stoned parents neglecting life and family responsibilities
7098f74129d0cdb3cc2ecafbcf8a207c	it also reduces the formation of certain proteins which are culpable for memory impairment
23bf71f7c940b065bf54c7cb13cd6456	a study by the American Journal of Public Health has found no evidence to support the belief that the criminalization of marijuana actually reduces marijuana usage
4b3a0d334f0435e1e2350d4f1b0ba82c	The resolution includes nearly two dozen points stating why the group opposes legalization, ranging from marijuana being harmful to the adolescent brain, negatively impacting IQ, and drug use leading to risky behavior
8d0bd339c9aa4cbf2df1fc1f2e833c58	marijuana has more medical advantages than medical hazards
5776c0ac843e8393b119ef7212adcc0e	legalizing marijuana will not only hurt the users but it would hurt all Americans
6f15aa387978dcb197926922958f4a08	The annual revenue increase could possibly exceed $142 million
6f664dc5dc5d361127673f53dac33c3c	The idea that marijuana is a harmless recreational pastime has been disproved through continuing scientific research
54ca0c1bdaf90252e36fa0adebdd97df	this means individuals caught with small amounts of marijuana for personal consumption won't be prosecuted and won't subsequently receive a criminal record or a jail sentence
2e9cf06684a2037c02cfc46ef6268a9a	The one impact of legalization that might be undesirable is an increase in marijuana use, but the magnitude of this increase is likely to be modest
42bb3d436b458e0a08789acf339cced2	Compare marijuana to fast food; eating too much fast food will cause obesity if you don't exercise, and that could easily lead to early death
379913a48c801d1556714331cc5d8692	"legislation would allow for ""provisioning centers"
596d060af33b7461cfcaae58bcee46b7	American economy can attain prosperity through Marijuana legalization
6f62484f4b3ec59310448333fff32b48	"legalization of marijuana could easily prevent drug users and sellers from being termed as ""criminals"
ba0fcf21cd86cd15da0dba7ca0d07910	the simple fact that marijuana impaires is not a health effect, several things, like anesthesia, impair you without causing harmful effects
1f88a7665dc6c68129ecbf9b835e0c48	In legalized states, it's harder for people to blackmail you or otherwise use their knowledge of your marijuana grow op against you
2c6194c85e8b4ab1fa91492c8b788f43	People who live in areas of California with a higher density of marijuana dispensaries experience a greater number of hospitalizations involving marijuana abuse and dependence
93a1d1b931968121b4c241cf432d0778	the increased diversity of marijuana users and those with legalization attitudes will most likely decrease its validity
05c634ac877396e93dcd74927e658a2d	"Studies have linked marijuana use to everything from weight loss, to treating depression, battling cancer, and resolving ""untreatable"" seizure disorders"
74e8f70753b0f15199910bab90ef5407	Mexico has long been immersed in a costly and deadly war on drugs with no clear resolution in sight
f57870d436f35338d4acffcdbbfed2c4	those of whom that are qualified and in need of marijuana can be helped by a trustworthy source
3a0372ac2a5fbe02850b1bacc4e863a5	prohibition does more harm than good
3f567a84e808214b7171efdb43988c6b	No one in jail for marijuana is actually serving time for using the drug; they were arrested for a more serious offense and were permitted to plead guilty to the lesser charge in order to reduce their sentence
8aaaac2d8253ef55cb0431b44a58eb45	If alcohol is more dangerous than marijuana, what's the logical justification for one being legal and the other illegal
751b8966a311e75e8ba821aa127eee3a	"""Mexican drug cartels, which are gaining power, currently generate about 60 percent of their revenue by selling marijuana in the U.S"
0fc05a3366e81587c7c67d575250129c	it is the very substantial increase in the number of adults who use marijuana daily
615ce0acc512bf99797c73cb86dd0cdb	2 billion annually in new revenues
5a8261a6e6076773bae19d9e5c18ca02	marijuana can have positive effects, such those for medical use
c10f75ceef1f8f62362ac154c86e1835	It's natural
4b6e0942d83654245b3102ffc0c6c917	it's not addictive
b4898cbff0002ffc02574f1076dccee6	it's not toxic
9e99808ce367cd28b61a154ac7751d6e	Marijuana consumption should not be prohibited merely because of the traditional, misinformed categorization of it within the same group as highly dangerous drugs
a89e8f61ed15f7e26ef88f6ca7781f02	data showing that for certain medical conditions and symptoms, that marijuana can be helpful
7f79773927fb8c90fc59fdb4d4c51050	Tax revenue would be offset by higher social costs
d97dfc8fbd0db96eb336f56e1705063e	If it can cure lung cancer and all these other health problems
794dbf534589d2d2849c9bafd793c869	Alaska's marijuana laws are already liberal enough
e472389f633016c1419af9e0fe9bfa92	Not only does marijuana prohibition have negative economic effects, it does not actually reduce drug use rates
c62f183eee85dbc2bbb5984be77fc413	the drug is not as harmful as perceived by members of the society
eef2003084459ef54400caaf2d42405e	Another great medical marijuana pro is a reduction in the use and dependence of prescription pills
b862e1942de2319b531cc4342e6a5987	Marijuana is an addictive substance that is harmful to users, especially to its younger users
7c87703cc5959f756f8952eb2d9aecef	There are hundreds of studies proving marijuana's medical properties
f124cdfecdde6e52a3960f34642bfd77	more people are using drugs than ever before
cfa51bdd732a43aefda6cd5493919b9b	there is no decrease in the amount of drug users
b10fb661811a107357b78a86c694730c	"the move to legalize marijuana use and possession is a ""door-opener to more dangerous drugs"
cb717caa8206cce5f765ae9d49842387	Legalizing marijuana would increase the chances of other people suffering the damage it causes by inhaling its smoke
08ceba3c60ae1225ed62af1ecc7ffe01	legalizing, taxing and regulating marijuana could eliminate all the profits the Mexican drug cartels currently make thanks to cannabis prohibition
072e894f4194f91f38a4bcabf80db161	It legalizes the use of marijuana by adults only and taxes marijuana and its products to generate money for education, public safety, drug treatment, and drug prevention
9041ac8eff32ea1de809be0936a9919c	Eighty-three percent of Americans favor allowing doctors to prescribe small amounts of marijuana for patients suffering from serious illnesses
96793c7be61cda3451c746b5b495fdc4	marijuana use by teenagers does not increase when a state legalizes medical marijuana
30167574f42dc5e3fbed321ef4b29771	if marijuana were as widely available as alcohol, the latter would be more harmful to society
ccef6adea7016b1365c756b871b658b6	Patients often buy medical marijuana through other patients or caregivers that grow
