topic,stance,sentence
4,1,"in these decriminalized states, possessing larger quantities or selling marijuana have significant potential penalties"
4,0,"Think of how many people die of cancer accelerated AIDS etc from marijuana, or get mental disorders"
4,1,medical marijuana doesn't seem to have increased teenage use
4,0,its use poses dangers to both individuals and society
4,1,"There are positive things that can come from this like helping people with seizures, arthritis, cancer, and AIDS"
4,1,"it's not the drug that is good or bad, but the relationship with the drug"
4,0,About half of Americans (51%) say they would feel uncomfortable if people around them used marijuana
4,0,A Maricopa County nonprofit that makes much of its money off low-level marijuana offenders would take a big financial hit if Arizona voters legalize marijuana in November
4,1,marijuana does not only remove the negatives of taking prescription drugs but it cures these issues more effectively
4,1,Marijuana has been used in several ways
4,1,People have been smoking marijuana for thousands of years while also using hemp
4,1,marijuana is not nearly as addictive as alcohol or tobacco that are considered legal and sold openly
4,1,people would not have to deal with drug dealers in order to purchase their marijuana
4,1,The dangers of marijuana use have been exaggerated for long
4,1,"it is time that the credibility of teachers, law enforcement officials, and scientists be restored by accepting the real truth that marijuana is not a harmful drug"
4,1,"Marijuana's legalization would simplify the development of hemp as a valuable and diverse agricultural crop in the United States, including its development as a new bio-fuel to reduce carbon emissions"
4,1,"Under prohibition, we saw a predatory market producing inflated prices that transferred a tremendous amount of wealth from marijuana users to marijuana sellers"
4,1,It has been proven that marijuana does not kill brain cells
4,0,it does not eliminate the underground market or permit easy taxation
4,1,Institute of Medicine (IOM) reported that marijuana had therapeutic value and that there are some circumstances where smoking marijuana would be beneficial
4,0,recreational use of marijuana would still be illegal at the federal level under Congress's Controlled Substances Act
4,1,the legalization of drugs will give the government more control and there will be less crime on the streets
4,0,there would be a large increase in marijuana users if it were legal
4,1,legal tobacco and legal alcohol are considered to have much more adverse health and social affects
4,1,alcohol is way more dangerous than marijuana
4,1,the measure will raise millions of dollars each year for the state's schools
4,1,There is no good evidence that prohibition decreases drug use
4,1,there are several theories that suggest prohibition might actually increase drug use
4,1,"legalized marijuana means a new industry, and a new industry means new employment opportunities for people"
4,1,"They would lose tremendous amounts of money, which would be diverted to main street America where it can be properly accounted for and taxed reasonably"
4,1,"There would be less money spent on enforcement and court costs, and more money generated in taxes"
4,1,"marijuana could without a doubt, boost the United States troubled economy"
4,1,they like pot and don't want to be arrested for it
4,0,mass marketing and wider use of marijuana is a public health issue because of the genuine risks that marijuana poses to children's health and development
4,0,Marijuana use is harmful and should be discouraged
4,1,Marijuana has proved to be a valuable alternative medicine to people all over the world
4,1,it is impossible to overdose on marijuana and die
4,0,the general population will be more likely to engage in illicit drug use if medical marijuana is provided to patients
4,0,Marijuana legalization is funded by special interest lobbies that get their money from huge investors looking to make billions of dollars
4,0,"if marijuana becomes legalized, more people will smoke it and in turn, more people will become interested in trying other ""harder"" drugs"
4,0,Cannabis is illegal to consume
4,0,the young people are at a higher risk of side-effects of Marijuana and blacks are more likely to take to the addiction
4,0,little research has been done to prove definitively that the use of marijuana for medical purposes has no value
4,0,"The use of, dependence on, and addiction to marijuana will increase dramatically"
4,0,more than three-quarters of teenage heavy marijuana users said that marijuana legalization would make them more likely to use it
4,1,"it makes selling drugs to America less of a profit, thus making America less attractive to the cartels"
4,1,"This money could then be used to support other public programs, particularly those - such as education"
4,1,"It provides relief from pain, nausea, and even seizures to individuals who have had little relief with prescription medicines"
4,0,the drug is illegal and can lead to legitimate health problems
4,0,"They don't want to reduce the cost of marijuana to the consumer, they just want to divert those inflated and predatory profits to their own accounts"
4,1,Most doctors agree that it is necessary and has indeed helped a lot of patients with diseases like cancer
4,0,Having strict regulations on sales as the way to prevent kids from getting marijuana is extremely unlikely to work
4,1,Colorado and Washington have already legalized marijuana
4,0,the addiction marijuana causes is emotional and psychological
4,0,Some think making marijuana legal would not benefit society
4,1,legalizing marijuana can greatly benefit society
4,0,marijuana addiction can be a very serious problem that may grow as other states begin to legalize the substance
4,1,"If marijuana were legal, enforcement costs would be negligible"
4,1,governments could levy taxes on the production and sale of marijuana
4,1,"marijuana is a relatively ""safe"" drug"
4,1,"because marijuana will be closely regulated much like tobacco and alcohol, the taxes from licensing and distribution will drive the total purchase price up and revenue will rival that of current day drug dealers"
4,0,"a 1970 federal law called the Controlled Substances Act classifies marijuana as a dangerous and addictive drug, the same as heroin and cocaine"
4,0,It impairs an individual's ability to make deep and meaningful attachments
4,0,there is no empirical data that could back-up their claims
4,1,it helps medically it would help out the government tremendously
4,1,it would create a much bigger market for existing businesses
4,0,it would simply give the federal government an excuse to come in and shut all marijuana-related businesses down
4,0,most people do not know how marijuana can harm and dysfunction them
4,1,"smoking is not the only way to enjoy marijuana benefits, you can also eat it or even vaporize it"
4,0,"The expansion of drug use will increase crime committed under the influence of drugs, as well as family violence, vehicular crashes, work-related injuries and a variety of health-related problems"
4,1,"marijuana, should be legalized for medicinal usage"
4,1,of its beneficial effects on a wide array of patients and diseases
4,1,"the savings made in not having to arrest, prosecute, and jail marijuana users and the savings will run into the 10's of millions if not the 100's"
4,0,"Many advocates believe prohibiting marijuana reduces crime, trafficking and increases health"
4,1,"If marijuana is legalized in Oregon, the state could net anywhere from $35 million to $105 million in new tax revenue per year"
4,1,"marijuana's ""gateway effect"" also stems from a simpler mechanism - users must buy from drug dealers who also push harder drugs"
4,1,Can an action that has no victim be considered a crime
4,1,"If the fact that you are not earning any tax dollars off illegal sales is bothersome, then just legalize it"
4,1,there would be enormous tax revenue that can be collected from legalizing marijuana
4,1,"Small scale, efficient production is possible"
4,1,the imposition of a substantial tax wedge might encourage a substantial fraction of the market to remain underground
4,0,"said Republic Act 9165, also known as the Dangerous Drugs Act of 2002, classifies marijuana as a dangerous drug"
4,0,legalizing of marijuana would increase the number of users due to its availability
4,0,"marijuana contains 50% to 70% more carcinogenic hydrocarbons than tobacco and is associated with increased risk of cancer, lung damage, bacterial pneumonia, and poor pregnancy"
4,1,Legalization of marijuana will provide a significant financial benefit to the US economy that will far exceed the social concerns
4,0,it led to use of hard drugs
4,1,legal marijuana will be regulated and restricted to protect kids and teens
4,0,people who take drugs are more likely to commit related crimes
4,0,legalizing the drug could potentially lead to more criminals being out on the street
4,1,it could help our economy
4,1,many veterinarians around the country have administered marijuana to sick pets
4,0,using the drug as a painkiller is not yet scientifically proven
4,1,A patient's doctor would have the right to prescribe medical marijuana for other conditions
4,0,"Legalizing marijuana will increase its usage, increase arrests for drug-related behavior and won't eliminate a black market for the drug"
4,1,"""There is no greater waste of valuable taxpayer dollars than branding hundreds of thousands of otherwise law-abiding citizens as criminals simply for choosing to use a substance less harmful than alcohol"
4,1,"Patients can still cultivate marijuana, but they will now also be able to buy it from regulated retailers"
4,1,respondents said the federal government should not enforce its anti-marijuana laws in states that allow use of the drug
4,0,"Regularly smoking marijuana can lead to similar problems as smoking cigarettes: difficulty breathing, chronic bronchitis, frequent coughing, and even cancer"
4,0,"With taxes on legal pot running 25 percent, cartels can provide cheaper, untaxed weed"
4,0,"legalized recreational marijuana would increase the use of marijuana, which would be a danger to public health"
4,1,there has never been a recorded death from marijuana use; nor has it been proven to cause cancer or kill brain cells
4,1,Marijuana has been tested and proven to lessen many of the symptoms that are a side effect of cancer treatment
4,1,marijuana was already being used in Alaska
4,1,"legalizing marijuana would ""regulate and tax it"" just like alcohol is treated"
4,0,"Many employers prohibit the use of marijuana, and since traces of the drug stay in the body for quite awhile after usage, many marijuana users in the states that have legalized it may lose their jobs"
4,1,"Marijuana is proven to be healthier than alcohol/nicotine, medically theraputic and safe"
4,0,most people get marijuana from people who have more harmful drugs like cocaine
4,1,if the government legalized marijuana people would not be persuade to try other drugs and less likely to get a hold of them
4,1,marijuana is no more dangerous than alcohol and would be better kept from children if it were regulated
4,0,"If legalization occurs only at the state level, a change in administration could, for example, lead to more aggressive enforcement of federal marijuana laws, leading to a clash in jurisdictions"
4,1,marijuana is safer than alcohol or cigarettes
4,0,marijuana has adverse effects to anybody who uses it
4,1,"marijuana has potential to treat those suffering from pain, nausea, vomiting, poor appetite, and AIDS"
4,0,marijuana has been consider dangerous drug and thus considered illegal in most countries
4,1,"Many years ago the average person did not think of marijuana as a harmful drug, but as a useful substance"
4,1,marijuana has been an illegal drug that has been harshly misjudged by several presidential administrations
4,1,Most powerful legal drugs will make you feel more confident and positive
4,1,"the government is losing money on not being able to impose taxes on the production and sale of marijuana, as well as on prosecuting and incarcerating people caught possessing or using it"
4,0,allowing medical marijuana makes it easier for people to get marijuana even if they don't have a real medical need
4,1,it allows states to set safety standards and reap tax revenue
4,1,the state government is able to see the true potential of a legalized marijuana industry
4,0,that there is nothing good or beneficial about marijuana
4,0,"once marijuana is legalized, it will become exceedingly easy for young people to gain access to it"
4,1,An estimated forty to one-hundred billion dollars in revenue could be collected if taxes that are put on tobacco and alcohol products were to be put on marijuana
4,1,You have provided NO evidence to lead me to believe that marijuana causes accelerated death or metal disorders and certainly not WWIII or the failure of humankind
4,0,"Hook users early, and you have customers for life; hook them to heavy use, and the profits flow"
4,1,"marijuana should be legalized for the purpose of taking funds away from dangerous cartels, creating huge tax revenue, creating jobs, and for the welfare of the country"
4,1,"The government could tax and regulate the marijuana industry, generating state revenue at a time when it is needed"
4,0,"In addition to permanently affecting brain functioning, marijuana use can lead to a wide array of negative consequences, ranging from lower grades and isolation from family to an increased risk of psychotic symptoms, depression and suicide"
4,0,"incidents of personal injury would rise, as more people would be under the influence at work or while driving, potentially causing more accidents in the workplace, on the roadways and out in public places"
4,1,Marijuana can be used as medicine
4,1,it helps to stimulate apetite and relieve nausea in cancer and AIDS patients
4,1,Moderate use of marijuana does not appear to pose a risk for otherwise healthy adults
4,1,these findings run counter to arguments suggesting the legalization of marijuana for medical purposes poses a danger to public health in terms of exposure to violent crime and property crimes
4,1,Colorado has proven that legal marijuana can succeed both financially and administratively
4,0,marijuana can kill you a lot faster then tobacco
4,1,"the government wouldn't have to pay for the effort to catch drug dealers, and instead tax the selling of the drug"
4,1,studies have shown alcohol and cigarette consumption to be more dangerous than smoking marijuana
4,1,A list of medical conditions that qualify for use of medical marijuana made medical conditions easier to manage
4,1,Marijuana has been used extensively as a medical remedy for more than five thousand years
4,1,Associating taxes in conjunction with eliminating risk of illegal activity will increase consumer confidence
4,1,the ease of growing requirements will boost substantial profit
4,1,the reduction in crime will be modest
4,0,Legalizing marijuana in California would lower the price of the drug and increase use
4,0,legalizing marijuana would be bad
4,1,"Some people find it beneficial, and believe it is the best way to relieve their chronic pain"
4,0,if marijuana is legalized for medical use the there may be an increase in substance abuse in inappropriate situations
4,1,The newly legalized marijuana market also creates investment opportunities
4,1,marijuana can be used to treat various medical diseases as well
4,1,patients die off Vicodin but I've never had anyone die off marijuana
4,0,"I've had people come to me, hundreds of people who have addiction to marijuana and have serious emotional side effects as a result of that"
4,1,legalization of marijuana will also help in generating job opportunities
4,1,the government telling them what they may and may not consume at home is an invasion of personal privacy
4,0,"marijuana legalization could result in increased economic inequality, particularly in traditional areas of production like southern Oregon"
4,1,would drastically reduce crime
4,0,Currently it is hard and expensive for teenagers to get a hold of pot
4,0,if it were legal it would be much cheaper and easier to possess
4,1,"while the USA spends approximately $10 billion dollars a year to keep Marijuana off the street, the State of California generates revenue of 14 billion annually with production of legalized medicinal Marijuana"
4,1,It can provide a solution to our energy crisis
4,1,"While you can't guarantee that these results on medical marijuana will carry over into legalization of recreational marijuana, there is legitimate reasons to believe they should"
4,1,companies stand to make billions of dollars off of the chemical compounds contained in marijuana in a legal regulatory climate
4,0,"the Controlled Substances Act of 1970 still categorizes marijuana as a drug that is as dangerous as heroin, LSD and ecstasy"
4,1,"Approved conditions cited in the bill include cancer, glaucoma, HIV, Crohn's disease, and chronic pain"
4,0,"a few more dollars for state governments to spend pale beside the societal costs of wasted lives, incapacitated employees, doped-up students, and stoned parents neglecting life and family responsibilities"
4,1,it also reduces the formation of certain proteins which are culpable for memory impairment
4,0,"The resolution includes nearly two dozen points stating why the group opposes legalization, ranging from marijuana being harmful to the adolescent brain, negatively impacting IQ, and drug use leading to risky behavior"
4,1,marijuana has more medical advantages than medical hazards
4,0,legalizing marijuana will not only hurt the users but it would hurt all Americans
4,1,The annual revenue increase could possibly exceed $142 million
4,0,The idea that marijuana is a harmless recreational pastime has been disproved through continuing scientific research
4,1,"legislation would allow for ""provisioning centers"
4,1,American economy can attain prosperity through Marijuana legalization
4,1,"legalization of marijuana could easily prevent drug users and sellers from being termed as ""criminals"
4,1,"In legalized states, it's harder for people to blackmail you or otherwise use their knowledge of your marijuana grow op against you"
4,0,People who live in areas of California with a higher density of marijuana dispensaries experience a greater number of hospitalizations involving marijuana abuse and dependence
4,0,the increased diversity of marijuana users and those with legalization attitudes will most likely decrease its validity
4,1,"Studies have linked marijuana use to everything from weight loss, to treating depression, battling cancer, and resolving ""untreatable"" seizure disorders"
4,1,"If alcohol is more dangerous than marijuana, what's the logical justification for one being legal and the other illegal"
4,1,"""Mexican drug cartels, which are gaining power, currently generate about 60 percent of their revenue by selling marijuana in the U.S"
4,1,it is the very substantial increase in the number of adults who use marijuana daily
4,1,2 billion annually in new revenues
4,1,"marijuana can have positive effects, such those for medical use"
4,1,"Marijuana consumption should not be prohibited merely because of the traditional, misinformed categorization of it within the same group as highly dangerous drugs"
4,1,"data showing that for certain medical conditions and symptoms, that marijuana can be helpful"
4,0,Tax revenue would be offset by higher social costs
4,0,Alaska's marijuana laws are already liberal enough
4,1,"Not only does marijuana prohibition have negative economic effects, it does not actually reduce drug use rates"
4,1,the drug is not as harmful as perceived by members of the society
4,1,Another great medical marijuana pro is a reduction in the use and dependence of prescription pills
4,0,"Marijuana is an addictive substance that is harmful to users, especially to its younger users"
4,0,"the move to legalize marijuana use and possession is a ""door-opener to more dangerous drugs"
4,0,Legalizing marijuana would increase the chances of other people suffering the damage it causes by inhaling its smoke
4,1,Eighty-three percent of Americans favor allowing doctors to prescribe small amounts of marijuana for patients suffering from serious illnesses
4,1,marijuana use by teenagers does not increase when a state legalizes medical marijuana
4,1,"if marijuana were as widely available as alcohol, the latter would be more harmful to society"
4,1,Patients often buy medical marijuana through other patients or caregivers that grow
4,0,Marijuana use has deleterious effects on health and behavior
4,1,marijuana tourism will be a strong economic boon to Colorado
4,1,non-users no longer see marijuana as a gateway drug
4,1,more competition will arise which will result in decreased prices for the consumer
4,1,the drug can be successfully regulated and taxed
4,1,there are always going to be people that abuse marijuana but in life there are people who abuse much worse substances such as alcohol or tobacco
4,0,"""There's something about the teen brain that is especially vulnerable to becoming addicted to substances"
4,1,the stigma can be minimized or even completely removed
4,0,"If outdoor growing is allowed in the state's new rules, Eastern Washington farmers will stop growing wheat, grapes and apples and the entire countryside will be covered in marijuana and hemp"
4,0,legalization enables an industry that thrives on maximizing addiction
4,0,"the public that legalization could create a ""Big Marijuana"" tobacco-style industry"
4,1,"the bill would generate revenue through regulation and help curb a growing drug violence problem within Mexico, fueled by cartels selling marijuana to California's black market"
4,0,marijuana has a complete detrimental effect on the human anatomy
4,1,"If marijuana is legalized, the need for indulging in criminal behavior due to the illegal selling and buying of marijuana will end"
4,1,there is no physical addiction
4,0,mental addiction is just as dangerous
4,1,"marijuana could be used as a new bio-fuel to reduce carbon emissions and drug for treating health complications such as asthma, cancer, and other debilitating diseases"
4,0,marijuana is especially dangerous for teens because one out of every six kids who try it become addicted
4,1,the tax revenue from marijuana sales could reach as much as $1.4 billion dollars a year
4,1,"the creation of new job opportunities, to the abundant new supply of revenue, and even the savings incurred from removing prohibition, it is clear that the economic impact created by the legalization of marijuana is beneficial to us all"
4,1,"Marijuana legalization could also build up an industry and create jobs, which would generate more income taxes"
4,1,Marijuana is less harmful than alcohol and tobacco
4,1,it helps treat people who have medical problems such as depression and insomnia
4,0,The harm that marijuana poses has caused it to be listed as an illegal substance in the first place
4,1,Legalizing marijuana can greatly help our economy in several different ways
4,1,marijuana does not cause physical dependence
4,1,Various cannibinoids also act as strong anti-cancer agents in the body by inducing or modulating aptosis
4,0,marijuana use can lead to increased risks for respiratory cancers and may have some adverse cardiovascular and cerebrovascular effects in some users
4,0,"Marijuana is already a proven cause of absenteeism in the workplace, increased accidents and more insurance claims"
4,1,Industrial hemp could easily become one of the most valuable agricultural commodities with marijuana legalization
4,0,marijuana could exacerbate lung infections and even introduce AIDS-related illnesses like Kaposi's sarcoma
4,1,Marijuana has been adapted to fit our lifestyles and our social environment
4,1,the street price of marijuana will stay the same because there is a very limited and risky to purchase supply
4,0,Opponents of marijuana legalization score attempts to blame the drug's prohibition as the cause of the crime and dangers associated with drugs like marijuana
4,1,it legal for anyone over twenty one to possess up to an ounce of marijuana for personal use
4,0,Legalization will cost foreign operations considerable profits
4,1,you could even use the revenue stream to pay for universal health care
4,1,there are many positive health benefits to smoking marijuana
4,1,Marijuana alone is able to cure medical conditions that often require multiple medications in order to fully control
4,1,in Colorado and Washington State the federal government will not be arresting adults for having or using small amounts of marijuana
4,1,"legalization saves prosecutorial, judicial, and incarceration expenses"
4,0,"Marijuana is frequently dipped in PHP, a powerful hallucinogen, which can cause severe physical reactions like seizures, coma and death"
4,0,Marijuana legalization would lead to increased marijuana use
4,0,Marijuana may have fatal implications for young people who are developing or have developed respiratory related illness
4,1,"If they no longer need to arrest and prosecute thousands of adults for marijuana, they might not need as many resources as they're receiving"
4,0,"As a teen's brain development is disturbed by chronic marijuana use, the risk for physical and psychological dependency grows exponentially"
4,0,daily marijuana use is already at a 30-year high among high school seniors
4,1,"Legalizing, selling and taxing marijuana could possibly be the nation's largest money making business, by creating jobs and helping out the economy legally"
4,1,It has enabled the Portuguese government to manage and control the drug problem far better than virtually every other Western country does
4,1,there has been a substantial decline in the percentage saying that for most people marijuana leads to the use of hard drugs
4,1,"The legalization of Marijuana, and the addition of a tax onto it could very well be the bailout this country needs"
4,0,there is no guarantee that marijuana legalization would significantly diminish the underground market for marijuana
4,1,"by legalizing marijuana, its sale could be taxed, which could greatly benefit the economy on local, state and federal levels"
4,1,"One of the cited advantages of medical marijuana is the fact that it can help manage pain felt by trauma patients, cancer patients and patients experiencing nerve damage"
4,0,"In a legal market, where marijuana is taxed, the well-established illegal drug trade has every incentive to remain"
4,1,"through taxation and regulation, yield much-needed government revenue"
4,1,we can expect pot tourism to become common place here
4,0,"Once you legalize a drug, more people begin to do it and more people become addicted"
4,0,trying to make it illegal after the fact is ineffective
4,0,"they must have quality reasoning as to why marijuana is in the category of the most dangerous drugs that have ""no accepted medicinal use and a high potential for abuse"
4,1,I certainly don't think that continued restrictions on some drugs should mean that all drugs require the same restrictions
4,1,the black market benefits from the high taxes
4,0,Medical marijuana currently sells for equal to or more than street prices
4,0,"if it were legalized, why would people purchase it for the same as street price and pay tax on it rather than purchase it illegally tax free"
4,1,Legalizing marijuana may be a challenging enterprise but it is not nearly as complicated as many people seem to think
4,0,how invasive and potentially harmful second-hand smoke from marijuana can be
4,1,marijuana impairs drivers less than alcohol
4,1,I feel that smoking cigarettes does more damage then smoking marijuana
4,1,it would benefit the case for legalization of medical marijuana to conduct more clinical trials
4,1,"If marijuana is legalized, we see the potential for significant growth in the smoking products industry"
4,1,"the medicinal purposes of marijuana are really helpful for the patients of cancer, arthritis, glaucoma, AIDS and several other severe diseases"
4,1,"THC, the active ingredient in marijuana, has the ability to reduce nausea and vomiting besides alleviating pre-treatment anxiety"
4,1,laws that result in reductions or eliminations of penalties have greater importance and impact than symbolic measures
4,1,"use will be safer since the production process will be legal, regulated and purer"
4,0,marijuana legalization poses too many risks to public health and public safety
4,1,essential part of treating serious diseases
4,1,Marijuana is technically much healthier for you than alcohol or tobacco
4,0,Intelligent and hard-working people understand that the last thing they need is a poor-functioning brain and a continual case of the munchies
4,1,much of tobacco and alcohol costs come from health problems that society incurs that are not present with marijuana use
4,0,- marijuana is a dangerous drug and people are not capable of making rational decisions about its use
4,1,can tax the revenues and will have additional fund that can be used for awareness of the drugs affects and treatment
4,0,Marijuana is addictive
4,0,"it causes compulsive, uncontrollable drug craving, seeking and use, even in the face of negative health and social consequences"
4,0,Marijuana increases your risk of cancer
4,1,the observed association between cannabis consumption and crash risk is less robust than that for alcohol
4,0,"legalization means cheaper drugs and more availability, which equals more use"
4,0,the good effects for AIDS patients are unproven
4,0,scientists question the wisdom of exposing a patient with a compromised immune system to a potentially harmful substance
4,0,"while marijuana is in many respects less harmful than alcohol, it does pose public health concerns, and that the large-scale commercialization of marijuana could greatly increase its use and abuse"
4,1,Some patients are recommended by their physician to cultivate certain amounts of medical marijuana and find and purchase clones and seeds that are available in dispensaries
4,1,marijuana has properties that can benefit a lot of people
4,1,we have to throw in the towel on the war on drugs and legalize marijuana so we can reap the benefits of taxing it
4,1,"Marijuana could be used legally for certain diseases including cancer, Parkinson's disease, AIDS, Lou Gehrig's disease and hepatitis C"
4,1,"rather people smoke weed than drink alcohol, many lives and familys would be saved"
4,1,tobacco is infinitely more dangerous
4,1,AIDS patients who are in the final stages of the disease still suffer greatly
4,1,Marijuana can be used to treat pain in many ways
4,1,"Marijuana can be America's #1 cash crop if taxed, possibly generating a multi-billion dollar revenue for each of the states"
4,1,The fact that this drug is now legal means that the cartel will lose millions if not billions of dollars which as a result will make the cartel smaller
4,1,"Marijuana's illegality makes foreign cultivation and smuggling to the United States extremely profitable, sending billions of dollars overseas in an underground economy while diverting funds from productive economic development"
4,0,Maine is on the brink of creating a massive marijuana industry that will inevitably target teens and other vulnerable populations
4,1,"One of the benefits of legalizing marijuana would be a regulated and legal market, which would actually reduce marijuana sales and use among teenagers"
4,0,Medical or recreational legalization will increase the chances of the drug falling into the hands of children
4,1,Medicinal marijuana has potential to help bring thousands of jobs and help ailing people with pain
4,1,Marijuana helps treat certain sick and dying patients
4,1,This plant provides many medical benefits that far outweigh the side effects
4,1,by legalizing marijuana it would reduce the crime rate
4,0,"it impairs one's judgment, which is often then compared to that of alcohol"
4,1,substituting marijuana for alcohol leads to minor reductions in violent crimes
4,1,there will be farmers that grow it
4,1,"It hasn't ever killed anyone directly, but when you put a law prohibiting it, crime starts to occur"
4,1,prohibition doesn't help
4,1,"prohibition does not help the country in any way, and causes a lot of problems"
4,1,"if it was bad for your health, it wouldn't be prescribed for medical purposes"
4,0,driving a car under the influence of marijuana is very dangerous
4,1,"Synthetic marijuana-like drug will transform your state of mind to bliss, ecstasy and happiness"
4,1,"Marijuana is the most commonly used illicit drug, and is also the least harmful"
4,1,Colorado's best chance for a substantial macroeconomic boost would be from exports to other states
4,1,Those who depend on drug pushers for marijuana will stop buying illegal marijuana and opt for legal marijuana instead
4,1,you could pay off an entire house loan in one or two marijuana growing seasons
4,1,"The THC in marijuana helps to relieve pain, control nausea and vomiting"
4,1,it helps people with cancer and AIDS
4,0,For adolescents and young adults alike it can become a gateway drug
4,0,"The commercial interest is in maximizing revenues and profit, which means creating and serving a market of people with substance abuse problems"
4,0,the societal costs that accompany increased marijuana use will significantly outweigh any gains in tax revenue
4,1,an excise tax on the retail sales of marijuana could raise at least $1.3 billion a year in revenue
4,1,The black market creates a huge amount of violence and crime and it is very unsafe
4,0,if marijuana were legal it would be easier for teenagers to acquire it
4,1,police stops for non-drug charges that discover drugs and produce an arrest on drugs charges might not have led to any arrest in the absence of the drug charge
4,1,pets diagnosed with diseases curable by the drug
4,1,"88 percent of voters support the legalization of marijuana for medical use, which is used in many other states to treat nausea, pain and other symptoms related to diseases including cancer"
4,0,"Legalizingmarijuana could lead to potential ethical, moral, and legal issues concerning its uses"
4,0,the supposed medical benefits of marijuana have not been scientifically proven
4,1,$33 million a year in tax revenue and savings could be generated by the legalization of marijuana
4,1,it is an appropriate therapy in treating certain severe illnesses in which other legal therapies have been ineffective and/or created intolerable side effects
4,0,frequent heavy use of marijuana can permanently impair short-term memory and reaction time
4,1,Medicinal marijuana can help people with pain a lot better than prescription pills can
4,0,Drug legalization will push the use of currently illegal drugs into the usage patterns of the two legal drugs
4,0,"marijuana expenses society in terms of employee productivity, public HEALTH CARE COSTS"
4,1,"We have to pay for food, housing, health care, attorney fees, court costs, and other expenses to lock these people up"
4,1,there is much more work to be done in order to end the massive number of marijuana arrests nationwide
4,1,children with severe epilepsy are cheering a new state law that allows them to obtain a marijuana extract they say helps with seizures
4,1,procuring it involves navigating a thorny set of state and federal laws
4,1,scientists have not been able to pinpoint marijuana overdose as a cause of death
4,0,there is also discussion of unintended consequences - both good and bad - of legalizing marijuana for medical
4,1,"Many pro-legalization folks want to end the social and personal damages caused by the war on drugs, not the least of which is a violent lucrative black market"
4,0,it had been proven to be more intoxicating than previously thought
4,0,Driving while impaired by marijuana is correlated with an increased chance of being at fault in a crash
4,1,Marijuana is actually used on cancer patience's to help relieve pain
4,1,"the drug war has been an utter failure, both in terms of economic and social harms"
4,1,"this proposition will legalize marijuana for recreational use; the drug will be taxed heavily, and would apply DUI to marijuana users"
4,1,Marijuana can help aid in the reduction of global unemployment and jumpstart our economy
5,0,"Among people who do work, only a tiny fraction of them are employed in minimum wage jobs, and many of those are teenagers from middle-class families"
5,1,ConclusionThe decline of the federal minimum wage over the last 24 years has had a significant negative impact on the incomes of low-wage workers and their families
5,1,the vast majority of [tipped] workers are not doing that well
5,0,its real value continues to decline as inflation rises each year
5,0,a higher minimum wage would hurt employers and decrease the number of jobs available
5,1,2.8 million working single parents would benefit from the President's proposed increase in the full minimum wage
5,1,those who earn between the current minimum wage and the new minimum wage would be directly affected and see their wages increase
5,1,"Every time Congress refuses to raise it, it loses value because the cost of living goes higher"
5,0,minimum wage laws actually hurt the very people they purport to help by causing unemployment for low skilled workers
5,0,increasing the minimum wage actually increases poverty and income inequality
5,1,"Each year that Congress fails to raise the wage floor and that the cost-of-living rises, the purchasing power of the minimum wage erodes"
5,0,increasing the minimum wage will reduce employment for the very people the policy is intending to help
5,0,a minimum wage may price low-skilled workers out of jobs
5,0,"they could spend more time increasing their skills in university, which would make them more suitable for higher-paying jobs"
5,0,employers substitute higher-skilled workers for disadvantaged workers when the minimum wage rises
5,1,the minimum wage affects about 10 percent of the workforce and is overwhelmingly earned by very young and very old workers
5,1,"millions of American families would benefit from a raise in the minimum wage, including nearly 6 million children who would see their parents' earnings increase"
5,1,no adverse effects in terms of unemployment and inflation have resulted from Florida's decision to raise the minimum wage last year
5,1,The minimum wage generates the most help to those with the least income and the least help to those with the most income
5,1,Tipped workers are hit especially hard during economic downturns
5,0,"Just as they ""should"" get a living wage, neither ""should"" they endure the consequences of forcing employers to pay a living wage"
5,0,"of their inability to manage what they receive, no amount can be considered a living wage"
5,0,single parents would disproportionately benefit from a higher minimum wage
5,1,"even where both parents worked, the minimum wage did not enable a family to meet the basic basket of vital needs"
5,1,the minimum wage is not adjusted automatically for inflation
5,1,The provision of periodic review and revision of minimum wage rates have been acting as a cushion to workers against price rise and enables them to maintain their standard of living at a particular level
5,1,the minimum wage is an anti-poverty tool
5,0,Employees have not yet realized the downside of minimum wage because the economy is still relatively strong
5,1,workers can't afford the basic necessities they need to get by
5,1,the minimum wage in Georgia hasn't been raised since 2009
5,1,The minimum wage increase will not destroy job growth
5,1,an increase in the minimum wage compresses the wages distribution with small adverse effects on employment
5,1,many workers affected by a higher minimum wage would see increased wages
5,0,minimum wages may do little or nothing to help poor and low-income families
5,1,Minimumwage helps to close the income gap between the rich and poor
5,1,"when minimum wage workers earn more, employers often raise the salaries of their employees who earn above the minimum wage as well"
5,0,"as the wage rate rises, it becomes more expensive for firms to hire workers and so firms hire fewer workers (or hire them for fewer hours"
5,1,"A 1998 EPI study failed to find any systematic, significant job loss associated with the 1996-97 minimum wage increase"
5,1,It seems inconceivable to many Americans that someone would be able to raise a family on just a minimum wage job
5,0,increasing the minimum wage tends to have limited impacts on wage differentials
5,0,Cutting off the lowest rung on the ladder of opportunity may please some members of labor organizations who are much higher on the ladder
5,0,it reduces future competition for better jobs
5,1,"A modest increase in the minimum wage will increase consumer demand, thereby creating jobs due to increased consumer spending"
